Date,District,Rent (₹),Utilities (₹),Groceries (₹),Transport (₹),Fuel Price (₹/liter),Healthcare (₹),Education (₹),Internet (₹),Total Monthly Expense (₹)
2022-06-01,Morbi,10133.17,4584.46,4536.89,1837.35,97.72,590.65,4673.65,662.0,27018.16
2022-07-01,Morbi,10252.76,4638.56,4590.43,1859.03,98.01,597.62,4728.81,669.81,27337.03
2022-08-01,Morbi,10280.87,4651.28,4603.02,1864.13,97.93,599.26,4741.77,671.65,27411.97
2022-09-01,Morbi,10204.55,4616.75,4568.85,1850.29,97.2,594.81,4706.57,666.66,27208.48
2022-10-01,Morbi,10225.36,4626.16,4578.16,1854.06,98.06,596.02,4716.16,668.02,27263.95
2022-11-01,Morbi,10316.69,4667.48,4619.05,1870.63,97.97,601.34,4758.29,673.99,27507.47
2022-12-01,Morbi,10267.4,4645.18,4596.98,1861.69,97.87,598.47,4735.56,670.77,27376.05
2023-01-01,Morbi,10217.02,4622.39,4574.43,1852.55,97.72,595.53,4712.32,667.48,27241.72
2023-02-01,Morbi,10330.78,4673.86,4625.36,1873.18,97.49,602.17,4764.79,674.91,27545.05
2023-03-01,Morbi,10328.01,4672.6,4624.12,1872.68,97.67,602.0,4763.51,674.73,27537.64
2023-04-01,Morbi,10313.21,4665.91,4617.5,1869.99,97.35,601.14,4756.69,673.76,27498.2
2023-05-01,Morbi,10275.4,4648.8,4600.57,1863.14,97.55,598.94,4739.25,671.29,27397.39
2023-06-01,Morbi,10173.09,4602.52,4554.76,1844.59,97.83,592.97,4692.06,664.61,27124.6
2023-07-01,Morbi,10297.06,4658.6,4610.26,1867.07,97.52,600.2,4749.24,672.71,27455.13
2023-08-01,Morbi,10168.81,4600.58,4552.84,1843.81,97.74,592.72,4690.09,664.33,27113.19
2023-09-01,Morbi,10240.98,4633.23,4585.15,1856.9,97.92,596.93,4723.37,669.04,27305.61
2023-10-01,Morbi,10294.0,4657.22,4608.89,1866.51,97.75,600.02,4747.82,672.51,27446.97
2023-11-01,Morbi,10340.31,4678.17,4629.63,1874.91,97.83,602.72,4769.18,675.53,27570.46
2023-12-01,Morbi,10227.74,4627.24,4579.23,1854.5,97.29,596.16,4717.26,668.18,27270.3
2024-01-01,Morbi,10232.02,4629.18,4581.14,1855.27,97.66,596.41,4719.24,668.46,27281.72
2024-02-01,Morbi,10294.55,4657.46,4609.14,1866.61,97.9,600.05,4748.08,672.54,27448.43
2024-03-01,Morbi,10185.15,4607.97,4560.16,1846.78,97.81,593.68,4697.62,665.4,27156.76
2024-04-01,Morbi,10279.78,4650.78,4602.53,1863.93,98.21,599.19,4741.27,671.58,27409.07
2024-05-01,Morbi,10290.82,4655.78,4607.47,1865.94,97.99,599.84,4746.36,672.3,27438.51
2024-06-01,Morbi,10248.52,4636.64,4588.53,1858.26,97.88,597.37,4726.85,669.54,27325.72
2024-07-01,Morbi,10309.33,4664.15,4615.76,1869.29,97.37,600.92,4754.9,673.51,27487.85
2024-08-01,Morbi,10227.58,4627.17,4579.16,1854.47,97.54,596.15,4717.19,668.17,27269.89
2024-09-01,Morbi,10264.83,4644.02,4595.83,1861.22,98.12,598.32,4734.37,670.6,27369.21
2024-10-01,Morbi,10214.93,4621.44,4573.49,1852.17,97.06,595.41,4711.36,667.34,27236.15
2024-11-01,Morbi,10224.38,4625.72,4577.72,1853.89,98.03,595.96,4715.71,667.96,27261.33
2024-12-01,Morbi,10272.94,4647.69,4599.46,1862.69,97.89,598.79,4738.11,671.13,27390.81
2025-01-01,Morbi,10231.14,4628.78,4580.75,1855.11,97.39,596.36,4718.83,668.4,27279.36
2020-01-01,Narmada,11591.58,3065.36,5775.08,1305.35,87.5,895.16,4687.96,521.33,27841.81
2020-02-01,Narmada,11525.06,3047.77,5741.94,1297.86,87.69,890.02,4661.05,518.34,27682.03
2020-03-01,Narmada,11503.64,3042.1,5731.26,1295.45,87.53,888.37,4652.39,517.38,27630.58
2020-04-01,Narmada,11433.61,3023.58,5696.38,1287.56,87.23,882.96,4624.07,514.23,27462.39
2020-05-01,Narmada,11441.57,3025.69,5700.34,1288.46,87.63,883.57,4627.29,514.59,27481.52
2020-06-01,Narmada,11500.01,3041.14,5729.46,1295.04,87.23,888.09,4650.92,517.21,27621.88
2020-07-01,Narmada,11529.22,3048.87,5744.01,1298.33,87.61,890.34,4662.74,518.53,27692.04
2020-08-01,Narmada,11456.08,3029.53,5707.57,1290.09,87.46,884.69,4633.16,515.24,27516.36
2020-09-01,Narmada,11527.33,3048.37,5743.07,1298.12,87.24,890.2,4661.97,518.44,27687.5
2020-10-01,Narmada,11528.43,3048.66,5743.61,1298.24,87.55,890.28,4662.42,518.49,27690.13
2020-11-01,Narmada,11438.63,3024.91,5698.87,1288.13,87.53,883.35,4626.1,514.45,27474.44
2020-12-01,Narmada,11516.92,3045.61,5737.88,1296.95,87.31,889.39,4657.76,517.98,27662.49
2021-01-01,Narmada,11464.55,3031.77,5711.79,1291.05,87.21,885.35,4636.58,515.62,27536.71
2021-02-01,Narmada,11470.19,3033.26,5714.6,1291.68,87.47,885.78,4638.86,515.87,27550.25
2021-03-01,Narmada,11464.71,3031.81,5711.87,1291.07,87.08,885.36,4636.65,515.63,27537.09
2021-04-01,Narmada,11456.45,3029.62,5707.75,1290.14,87.36,884.72,4633.3,515.26,27517.24
2021-05-01,Narmada,11542.8,3052.46,5750.78,1299.86,87.63,891.39,4668.23,519.14,27724.66
2021-06-01,Narmada,11543.92,3052.75,5751.33,1299.99,87.28,891.48,4668.68,519.19,27727.33
2021-07-01,Narmada,11504.07,3042.22,5731.48,1295.5,86.83,888.4,4652.56,517.4,27631.62
2021-08-01,Narmada,11520.55,3046.57,5739.69,1297.35,87.63,889.67,4659.23,518.14,27671.21
2021-09-01,Narmada,11475.78,3034.73,5717.38,1292.31,87.55,886.21,4641.12,516.12,27563.67
2021-10-01,Narmada,11409.04,3017.09,5684.14,1284.8,87.26,881.06,4614.13,513.12,27403.38
2021-11-01,Narmada,11539.86,3051.68,5749.31,1299.53,87.6,891.16,4667.04,519.01,27717.58
2021-12-01,Narmada,11472.32,3033.82,5715.66,1291.92,87.68,885.95,4639.72,515.97,27555.37
2022-01-01,Narmada,11503.88,3042.17,5731.38,1295.48,87.34,888.38,4652.49,517.39,27631.17
2022-02-01,Narmada,11485.46,3037.29,5722.21,1293.4,87.35,886.96,4645.04,516.56,27586.92
2022-03-01,Narmada,11428.04,3022.11,5693.6,1286.94,87.8,882.53,4621.82,513.98,27449.01
2022-04-01,Narmada,11463.36,3031.45,5711.2,1290.91,87.25,885.26,4636.1,515.57,27533.85
2022-05-01,Narmada,11408.21,3016.87,5683.72,1284.7,86.78,881.0,4613.8,513.09,27401.39
2022-06-01,Narmada,11536.19,3050.71,5747.48,1299.12,87.68,890.88,4665.55,518.84,27708.77
2022-07-01,Narmada,11564.38,3058.17,5761.53,1302.29,87.43,893.06,4676.96,520.11,27776.5
2022-08-01,Narmada,11477.47,3035.18,5718.23,1292.5,87.34,886.35,4641.81,516.2,27567.75
2022-09-01,Narmada,11472.05,3033.75,5715.53,1291.89,87.76,885.93,4639.62,515.96,27554.72
2022-10-01,Narmada,11494.42,3039.67,5726.67,1294.41,87.57,887.65,4648.66,516.96,27608.46
2022-11-01,Narmada,11470.59,3033.36,5714.8,1291.73,87.82,885.81,4639.03,515.89,27551.21
2022-12-01,Narmada,11386.68,3011.17,5672.99,1282.28,87.15,879.33,4605.09,512.12,27349.67
2023-01-01,Narmada,11517.73,3045.83,5738.28,1297.04,87.93,889.45,4658.09,518.01,27664.43
2023-02-01,Narmada,11483.03,3036.65,5721.0,1293.13,87.25,886.77,4644.06,516.45,27581.1
2023-03-01,Narmada,11553.35,3055.25,5756.03,1301.05,87.55,892.2,4672.5,519.61,27749.99
2023-04-01,Narmada,11569.96,3059.64,5764.31,1302.92,87.13,893.49,4679.21,520.36,27789.89
2023-05-01,Narmada,11565.45,3058.45,5762.06,1302.41,87.06,893.14,4677.39,520.16,27779.06
2023-06-01,Narmada,11479.42,3035.7,5719.2,1292.72,87.58,886.5,4642.59,516.29,27572.41
2023-07-01,Narmada,11506.62,3042.89,5732.75,1295.79,87.75,888.6,4653.6,517.51,27637.74
2023-08-01,Narmada,11391.16,3012.36,5675.23,1282.78,87.51,879.68,4606.9,512.32,27360.43
2023-09-01,Narmada,11564.76,3058.27,5761.72,1302.33,87.49,893.09,4677.11,520.13,27777.41
2023-10-01,Narmada,11430.42,3022.74,5694.78,1287.2,87.73,882.71,4622.78,514.08,27454.72
2023-11-01,Narmada,11458.76,3030.23,5708.9,1290.4,87.25,884.9,4634.24,515.36,27522.79
2023-12-01,Narmada,11441.44,3025.65,5700.28,1288.45,87.42,883.56,4627.24,514.58,27481.2
2024-01-01,Narmada,11506.45,3042.85,5732.66,1295.77,87.14,888.58,4653.53,517.5,27637.34
2024-02-01,Narmada,11434.93,3023.93,5697.03,1287.71,87.29,883.06,4624.6,514.29,27465.56
2024-03-01,Narmada,11441.16,3025.58,5700.14,1288.41,87.48,883.54,4627.12,514.57,27480.53
2024-04-01,Narmada,11516.67,3045.55,5737.76,1296.92,87.53,889.37,4657.66,517.96,27661.88
2024-05-01,Narmada,11508.87,3043.49,5733.87,1296.04,87.91,888.77,4654.51,517.61,27643.16
2024-06-01,Narmada,11520.25,3046.5,5739.54,1297.32,87.68,889.65,4659.11,518.13,27670.49
2024-07-01,Narmada,11472.16,3033.78,5715.58,1291.91,87.72,885.94,4639.66,515.96,27554.99
2024-08-01,Narmada,11469.42,3033.05,5714.22,1291.6,87.58,885.72,4638.55,515.84,27548.41
2024-09-01,Narmada,11417.28,3019.26,5688.24,1285.72,87.51,881.7,4617.46,513.49,27423.16
2024-10-01,Narmada,11439.99,3025.27,5699.56,1288.28,87.71,883.45,4626.65,514.52,27477.72
2024-11-01,Narmada,11546.19,3053.36,5752.46,1300.24,87.35,891.65,4669.6,519.29,27732.8
2024-12-01,Narmada,11613.52,3071.16,5786.01,1307.82,87.39,896.85,4696.83,522.32,27894.51
2025-01-01,Narmada,11403.47,3015.61,5681.36,1284.17,87.27,880.63,4611.88,512.87,27390.0
2020-01-01,Navsari,10825.0,4376.81,4709.87,1576.29,88.73,607.11,2525.47,650.12,25270.66
2020-02-01,Navsari,10823.63,4376.25,4709.27,1576.09,89.19,607.04,2525.15,650.04,25267.47
2020-03-01,Navsari,10878.94,4398.62,4733.34,1584.15,89.08,610.14,2538.05,653.36,25396.58
2020-04-01,Navsari,10935.49,4421.48,4757.94,1592.38,88.76,613.31,2551.24,656.76,25528.6
2020-05-01,Navsari,10915.6,4413.44,4749.29,1589.48,89.21,612.19,2546.6,655.56,25482.17
2020-06-01,Navsari,10891.16,4403.56,4738.66,1585.93,89.29,610.82,2540.9,654.09,25425.12
2020-07-01,Navsari,10906.31,4409.69,4745.25,1588.13,89.17,611.67,2544.44,655.0,25460.49
2020-08-01,Navsari,10785.19,4360.71,4692.55,1570.49,89.65,604.88,2516.18,647.73,25177.74
2020-09-01,Navsari,10838.5,4382.27,4715.75,1578.26,89.33,607.87,2528.62,650.93,25302.2
2020-10-01,Navsari,10911.46,4411.77,4747.49,1588.88,88.99,611.96,2545.64,655.31,25472.52
2020-11-01,Navsari,10876.87,4397.78,4732.44,1583.84,89.11,610.02,2537.57,653.24,25391.76
2020-12-01,Navsari,10837.49,4381.86,4715.31,1578.11,89.29,607.81,2528.38,650.87,25299.84
2021-01-01,Navsari,10763.46,4351.93,4683.1,1567.33,89.06,603.66,2511.11,646.42,25127.01
2021-02-01,Navsari,10917.76,4414.31,4750.23,1589.8,89.51,612.31,2547.11,655.69,25487.21
2021-03-01,Navsari,10841.26,4383.38,4716.94,1578.66,89.33,608.02,2529.26,651.1,25308.62
2021-04-01,Navsari,10828.72,4378.31,4711.49,1576.83,89.63,607.32,2526.34,650.34,25279.36
2021-05-01,Navsari,10833.8,4380.37,4713.7,1577.57,89.33,607.61,2527.52,650.65,25291.22
2021-06-01,Navsari,10906.66,4409.83,4745.4,1588.18,89.06,611.69,2544.52,655.02,25461.31
2021-07-01,Navsari,10929.0,4418.86,4755.12,1591.44,88.86,612.94,2549.73,656.37,25513.45
2021-08-01,Navsari,10932.83,4420.41,4756.79,1591.99,89.17,613.16,2550.62,656.6,25522.4
2021-09-01,Navsari,10831.51,4379.44,4712.7,1577.24,88.76,607.48,2526.99,650.51,25285.87
2021-10-01,Navsari,10820.03,4374.8,4707.71,1575.57,88.99,606.83,2524.31,649.82,25259.08
2021-11-01,Navsari,10811.76,4371.46,4704.11,1574.36,89.23,606.37,2522.38,649.33,25239.77
2021-12-01,Navsari,10896.48,4405.71,4740.97,1586.7,89.33,611.12,2542.14,654.41,25437.53
2022-01-01,Navsari,10861.3,4391.48,4725.66,1581.58,88.98,609.15,2533.93,652.3,25355.4
2022-02-01,Navsari,10796.98,4365.48,4697.68,1572.21,89.75,605.54,2518.93,648.44,25205.27
2022-03-01,Navsari,10804.86,4368.67,4701.11,1573.36,89.71,605.98,2520.77,648.91,25223.65
2022-04-01,Navsari,10831.49,4379.43,4712.7,1577.24,89.27,607.48,2526.98,650.51,25285.83
2022-05-01,Navsari,10902.57,4408.17,4743.62,1587.59,89.61,611.46,2543.56,654.78,25451.75
2022-06-01,Navsari,10838.65,4382.33,4715.81,1578.28,89.17,607.88,2528.65,650.94,25302.53
2022-07-01,Navsari,10841.62,4383.53,4717.1,1578.71,89.36,608.04,2529.34,651.12,25309.47
2022-08-01,Navsari,10892.88,4404.25,4739.4,1586.18,89.27,610.92,2541.3,654.2,25429.13
2022-09-01,Navsari,10878.14,4398.29,4732.99,1584.03,89.71,610.09,2537.86,653.31,25394.72
2022-10-01,Navsari,10865.28,4393.1,4727.4,1582.16,89.35,609.37,2534.86,652.54,25364.7
2022-11-01,Navsari,10762.45,4351.52,4682.66,1567.18,88.57,603.6,2510.87,646.36,25124.65
2022-12-01,Navsari,10865.66,4393.25,4727.56,1582.21,89.24,609.39,2534.95,652.56,25365.6
2023-01-01,Navsari,10816.79,4373.49,4706.3,1575.1,89.34,606.65,2523.55,649.63,25251.5
2023-02-01,Navsari,10841.38,4383.43,4717.0,1578.68,89.57,608.03,2529.29,651.1,25308.9
2023-03-01,Navsari,10849.31,4386.64,4720.45,1579.83,89.07,608.48,2531.14,651.58,25327.41
2023-04-01,Navsari,10898.23,4406.42,4741.73,1586.95,89.21,611.22,2542.55,654.52,25441.62
2023-05-01,Navsari,10873.14,4396.27,4730.82,1583.3,89.14,609.81,2536.7,653.01,25383.05
2023-06-01,Navsari,10809.48,4370.53,4703.12,1574.03,89.29,606.24,2521.85,649.19,25234.44
2023-07-01,Navsari,10845.34,4385.03,4718.72,1579.25,89.4,608.25,2530.21,651.34,25318.15
2023-08-01,Navsari,10830.11,4378.87,4712.09,1577.04,88.78,607.4,2526.66,650.43,25282.59
2023-09-01,Navsari,10821.23,4375.28,4708.23,1575.74,89.48,606.9,2524.59,649.89,25261.86
2023-10-01,Navsari,10828.55,4378.25,4711.42,1576.81,89.2,607.31,2526.3,650.33,25278.96
2023-11-01,Navsari,10898.02,4406.33,4741.64,1586.92,89.08,611.21,2542.5,654.51,25441.14
2023-12-01,Navsari,10761.16,4351.0,4682.09,1566.99,89.23,603.53,2510.57,646.29,25121.63
2024-01-01,Navsari,10818.44,4374.16,4707.02,1575.34,89.01,606.74,2523.94,649.73,25255.37
2024-02-01,Navsari,10835.16,4380.91,4714.29,1577.77,89.4,607.68,2527.84,650.73,25294.38
2024-03-01,Navsari,10844.14,4384.55,4718.2,1579.08,89.35,608.19,2529.93,651.27,25315.36
2024-04-01,Navsari,10942.78,4424.43,4761.11,1593.44,89.18,613.72,2552.94,657.19,25545.62
2024-05-01,Navsari,10859.71,4390.84,4724.97,1581.35,89.13,609.06,2533.56,652.2,25351.7
2024-06-01,Navsari,10798.85,4366.23,4698.49,1572.48,89.11,605.65,2519.36,648.55,25209.61
2024-07-01,Navsari,10818.74,4374.28,4707.15,1575.38,89.37,606.76,2524.01,649.74,25256.05
2024-08-01,Navsari,10971.77,4436.15,4773.73,1597.66,89.08,615.34,2559.71,658.93,25613.29
2024-09-01,Navsari,10822.1,4375.64,4708.61,1575.87,89.25,606.95,2524.79,649.95,25263.9
2024-10-01,Navsari,10866.06,4393.41,4727.74,1582.27,89.34,609.42,2535.05,652.59,25366.53
2024-11-01,Navsari,10914.13,4412.85,4748.65,1589.27,88.62,612.11,2546.26,655.47,25478.75
2024-12-01,Navsari,10715.48,4332.53,4662.22,1560.34,89.14,600.97,2499.92,643.54,25014.99
2025-01-01,Navsari,10904.03,4408.76,4744.25,1587.8,88.85,611.54,2543.9,654.87,25455.15
2020-01-01,Panchmahals,11152.04,2562.92,5810.55,1229.29,95.45,897.37,3173.09,520.73,25345.99
2020-02-01,Panchmahals,11206.52,2575.44,5838.94,1235.29,94.83,901.75,3188.6,523.28,25469.83
2020-03-01,Panchmahals,11199.9,2573.92,5835.49,1234.56,95.32,901.22,3186.71,522.97,25454.78
2020-04-01,Panchmahals,11232.93,2581.51,5852.69,1238.2,94.94,903.88,3196.11,524.51,25529.84
2020-05-01,Panchmahals,11148.78,2562.17,5808.85,1228.93,95.3,897.11,3172.17,520.58,25338.6
2020-06-01,Panchmahals,11211.86,2576.67,5841.72,1235.88,95.2,902.18,3190.11,523.53,25481.95
2020-07-01,Panchmahals,11235.48,2582.1,5854.03,1238.49,95.4,904.09,3196.84,524.63,25535.65
2020-08-01,Panchmahals,11291.97,2595.08,5883.45,1244.71,95.32,908.63,3212.91,527.27,25664.02
2020-09-01,Panchmahals,11226.46,2580.03,5849.33,1237.49,95.28,903.36,3194.27,524.21,25515.14
2020-10-01,Panchmahals,11225.41,2579.78,5848.78,1237.38,94.81,903.27,3193.97,524.16,25512.75
2020-11-01,Panchmahals,11305.71,2598.24,5890.62,1246.23,95.53,909.74,3216.82,527.91,25695.26
2020-12-01,Panchmahals,11356.01,2609.8,5916.82,1251.77,95.93,913.78,3231.13,530.26,25809.57
2021-01-01,Panchmahals,11178.46,2568.99,5824.31,1232.2,95.18,899.5,3180.61,521.97,25406.04
2021-02-01,Panchmahals,11385.37,2616.54,5932.12,1255.01,95.26,916.15,3239.48,531.63,25876.29
2021-03-01,Panchmahals,11258.15,2587.31,5865.83,1240.98,94.84,905.91,3203.28,525.69,25587.15
2021-04-01,Panchmahals,11252.88,2586.1,5863.09,1240.4,95.83,905.48,3201.79,525.44,25575.18
2021-05-01,Panchmahals,11316.64,2600.75,5896.31,1247.43,95.1,910.62,3219.93,528.42,25720.09
2021-06-01,Panchmahals,11222.21,2579.05,5847.11,1237.02,94.95,903.02,3193.06,524.01,25505.47
2021-07-01,Panchmahals,11196.69,2573.18,5833.81,1234.21,94.73,900.96,3185.8,522.82,25447.47
2021-08-01,Panchmahals,11239.68,2583.06,5856.21,1238.95,95.71,904.42,3198.03,524.83,25545.19
2021-09-01,Panchmahals,11264.39,2588.74,5869.09,1241.67,95.66,906.41,3205.06,525.98,25601.34
2021-10-01,Panchmahals,11304.66,2598.0,5890.07,1246.11,95.12,909.65,3216.52,527.86,25692.88
2021-11-01,Panchmahals,11201.83,2574.36,5836.49,1234.78,95.07,901.38,3187.26,523.06,25459.15
2021-12-01,Panchmahals,11148.1,2562.02,5808.5,1228.85,95.28,897.05,3171.97,520.55,25337.04
2022-01-01,Panchmahals,11081.47,2546.7,5773.78,1221.51,95.44,891.69,3153.02,517.44,25185.62
2022-02-01,Panchmahals,11248.48,2585.08,5860.8,1239.92,95.41,905.13,3200.53,525.24,25565.18
2022-03-01,Panchmahals,11303.75,2597.79,5889.6,1246.01,95.33,909.58,3216.26,527.82,25690.81
2022-04-01,Panchmahals,11335.99,2605.2,5906.39,1249.57,95.45,912.17,3225.43,529.32,25764.08
2022-05-01,Panchmahals,11201.96,2574.39,5836.56,1234.79,95.21,901.39,3187.3,523.06,25459.46
2022-06-01,Panchmahals,11117.56,2555.0,5792.59,1225.49,95.02,894.6,3163.28,519.12,25267.64
2022-07-01,Panchmahals,11223.07,2579.25,5847.56,1237.12,95.43,903.09,3193.3,524.05,25507.42
2022-08-01,Panchmahals,11202.34,2574.48,5836.76,1234.83,94.92,901.42,3187.41,523.08,25460.32
2022-09-01,Panchmahals,11138.53,2559.82,5803.51,1227.8,95.1,896.28,3169.25,520.1,25315.3
2022-10-01,Panchmahals,11353.91,2609.31,5915.73,1251.54,95.35,913.61,3230.53,530.16,25804.79
2022-11-01,Panchmahals,11297.16,2596.27,5886.16,1245.29,95.02,909.05,3214.39,527.51,25675.83
2022-12-01,Panchmahals,11156.16,2563.87,5812.69,1229.74,94.93,897.7,3174.27,520.93,25355.36
2023-01-01,Panchmahals,11238.99,2582.91,5855.85,1238.87,94.7,904.37,3197.84,524.79,25543.62
2023-02-01,Panchmahals,11187.96,2571.18,5829.27,1233.25,95.11,900.26,3183.32,522.41,25427.64
2023-03-01,Panchmahals,11170.33,2567.12,5820.08,1231.3,94.67,898.84,3178.3,521.59,25387.56
2023-04-01,Panchmahals,11260.7,2587.89,5867.16,1241.27,95.29,906.11,3204.01,525.81,25592.95
2023-05-01,Panchmahals,11288.16,2594.2,5881.47,1244.29,94.96,908.32,3211.82,527.09,25655.36
2023-06-01,Panchmahals,11287.08,2593.96,5880.91,1244.17,95.71,908.24,3211.52,527.04,25652.92
2023-07-01,Panchmahals,11259.16,2587.54,5866.36,1241.1,95.1,905.99,3203.57,525.74,25589.45
2023-08-01,Panchmahals,11252.58,2586.03,5862.94,1240.37,95.09,905.46,3201.7,525.43,25574.51
2023-09-01,Panchmahals,11198.19,2573.53,5834.6,1234.38,95.47,901.08,3186.23,522.89,25450.89
2023-10-01,Panchmahals,11236.64,2582.36,5854.63,1238.61,95.62,904.18,3197.17,524.68,25538.28
2023-11-01,Panchmahals,11219.62,2578.45,5845.76,1236.74,95.18,902.81,3192.32,523.89,25499.59
2023-12-01,Panchmahals,11212.66,2576.85,5842.13,1235.97,94.95,902.25,3190.34,523.56,25483.77
2024-01-01,Panchmahals,11290.14,2594.66,5882.5,1244.51,95.9,908.48,3212.39,527.18,25659.87
2024-02-01,Panchmahals,11223.0,2579.23,5847.52,1237.11,95.08,903.08,3193.28,524.05,25507.27
2024-03-01,Panchmahals,11202.62,2574.55,5836.9,1234.86,95.08,901.44,3187.49,523.1,25460.96
2024-04-01,Panchmahals,11337.01,2605.43,5906.93,1249.68,95.07,912.25,3225.72,529.37,25766.4
2024-05-01,Panchmahals,11211.6,2576.61,5841.58,1235.85,94.92,902.16,3190.04,523.51,25481.37
2024-06-01,Panchmahals,11260.92,2587.94,5867.28,1241.29,95.26,906.13,3204.07,525.82,25593.46
2024-07-01,Panchmahals,11180.64,2569.49,5825.45,1232.44,95.02,899.67,3181.23,522.07,25410.99
2024-08-01,Panchmahals,11330.46,2603.93,5903.51,1248.96,95.28,911.73,3223.86,529.06,25751.5
2024-09-01,Panchmahals,11250.15,2585.47,5861.67,1240.1,95.3,905.27,3201.01,525.31,25568.98
2024-10-01,Panchmahals,11322.7,2602.14,5899.47,1248.1,94.98,911.1,3221.65,528.7,25733.86
2024-11-01,Panchmahals,11222.2,2579.05,5847.11,1237.02,95.23,903.02,3193.06,524.01,25505.46
2024-12-01,Panchmahals,11147.87,2561.96,5808.38,1228.83,95.01,897.03,3171.91,520.54,25336.52
2025-01-01,Panchmahals,11303.17,2597.65,5889.29,1245.95,95.49,909.53,3216.1,527.79,25689.49
2020-01-01,Patan,8454.62,3657.96,4472.18,1848.12,91.65,948.25,4981.07,720.51,25082.7
2020-02-01,Patan,8311.58,3596.07,4396.52,1816.86,90.72,932.2,4896.8,708.32,24658.35
2020-03-01,Patan,8482.88,3670.18,4487.13,1854.3,90.48,951.42,4997.72,722.92,25166.54
2020-04-01,Patan,8481.92,3669.77,4486.62,1854.09,91.01,951.31,4997.16,722.83,25163.71
2020-05-01,Patan,8414.5,3640.6,4450.96,1839.36,90.62,943.75,4957.44,717.09,24963.7
2020-06-01,Patan,8387.85,3629.07,4436.86,1833.53,91.45,940.76,4941.74,714.82,24884.63
2020-07-01,Patan,8404.78,3636.39,4445.82,1837.23,90.85,942.66,4951.71,716.26,24934.85
2020-08-01,Patan,8423.8,3644.62,4455.88,1841.39,90.92,944.79,4962.91,717.88,24991.28
2020-09-01,Patan,8421.26,3643.52,4454.53,1840.83,90.74,944.51,4961.42,717.66,24983.74
2020-10-01,Patan,8403.54,3635.86,4445.16,1836.96,90.79,942.52,4950.98,716.15,24931.18
2020-11-01,Patan,8331.1,3604.52,4406.85,1821.13,91.1,934.39,4908.3,709.98,24716.27
2020-12-01,Patan,8355.02,3614.87,4419.5,1826.35,90.92,937.08,4922.39,712.02,24787.23
2021-01-01,Patan,8445.63,3654.07,4467.43,1846.16,90.56,947.24,4975.77,719.74,25056.04
2021-02-01,Patan,8432.15,3648.24,4460.29,1843.21,90.89,945.73,4967.83,718.59,25016.04
2021-03-01,Patan,8366.23,3619.72,4425.43,1828.8,91.52,938.33,4929.0,712.97,24820.49
2021-04-01,Patan,8406.76,3637.25,4446.86,1837.66,90.81,942.88,4952.87,716.43,24940.71
2021-05-01,Patan,8374.05,3623.1,4429.56,1830.51,91.21,939.21,4933.6,713.64,24843.68
2021-06-01,Patan,8381.1,3626.15,4433.29,1832.06,91.18,940.0,4937.76,714.24,24864.61
2021-07-01,Patan,8406.68,3637.21,4446.82,1837.65,91.27,942.87,4952.82,716.42,24940.47
2021-08-01,Patan,8363.05,3618.34,4423.74,1828.11,90.72,937.98,4927.12,712.7,24811.03
2021-09-01,Patan,8394.99,3632.16,4440.64,1835.09,90.92,941.56,4945.94,715.43,24905.81
2021-10-01,Patan,8391.91,3630.82,4439.01,1834.42,91.69,941.21,4944.12,715.16,24896.66
2021-11-01,Patan,8493.33,3674.71,4492.66,1856.59,91.05,952.59,5003.88,723.81,25197.56
2021-12-01,Patan,8424.27,3644.83,4456.13,1841.49,90.9,944.84,4963.19,717.92,24992.68
2022-01-01,Patan,8362.74,3618.21,4423.58,1828.04,90.92,937.94,4926.94,712.68,24810.13
2022-02-01,Patan,8439.13,3651.26,4463.99,1844.74,91.33,946.51,4971.94,719.19,25036.75
2022-03-01,Patan,8448.55,3655.33,4468.97,1846.8,90.56,947.57,4977.49,719.99,25064.7
2022-04-01,Patan,8394.65,3632.01,4440.46,1835.02,90.57,941.52,4945.74,715.4,24904.79
2022-05-01,Patan,8455.81,3658.47,4472.81,1848.39,90.86,948.38,4981.77,720.61,25086.25
2022-06-01,Patan,8404.8,3636.4,4445.83,1837.24,91.1,942.66,4951.72,716.26,24934.92
2022-07-01,Patan,8522.82,3687.47,4508.26,1863.03,91.04,955.9,5021.25,726.32,25285.04
2022-08-01,Patan,8396.78,3632.94,4441.59,1835.48,90.63,941.76,4947.0,715.58,24911.13
2022-09-01,Patan,8467.97,3663.73,4479.24,1851.04,90.92,949.74,4988.94,721.64,25122.32
2022-10-01,Patan,8476.3,3667.34,4483.65,1852.86,91.27,950.68,4993.84,722.35,25147.02
2022-11-01,Patan,8387.36,3628.86,4436.6,1833.42,90.59,940.7,4941.44,714.77,24883.16
2022-12-01,Patan,8418.21,3642.21,4452.92,1840.17,90.8,944.16,4959.62,717.4,24974.7
2023-01-01,Patan,8408.43,3637.97,4447.75,1838.03,91.26,943.07,4953.86,716.57,24945.68
2023-02-01,Patan,8337.41,3607.25,4410.18,1822.5,91.04,935.1,4912.02,710.52,24734.99
2023-03-01,Patan,8438.65,3651.05,4463.73,1844.63,91.19,946.46,4971.66,719.15,25035.32
2023-04-01,Patan,8349.58,3612.51,4416.62,1825.16,91.08,936.47,4919.19,711.56,24771.08
2023-05-01,Patan,8457.27,3659.1,4473.58,1848.7,91.06,948.54,4982.63,720.73,25090.57
